req_id,first_token_latency,decoding_latency,total_latency,tpot,inv_tpot_ms,inv_tpot_s
0,102.92425835812577,6661.9638241470575,6764.888082505183,16.49000946571054,0.06064277901594952,60.642779015949515
1,107.62807802936229,4817.800604269367,4925.42868229873,16.33152747209955,0.061231259703562926,61.23125970356293
2,113.72931024744605,5089.677160730688,5203.406470978134,16.687466100756353,0.059925215365961126,59.92521536596112
3,106.13077953117534,7419.389216009585,7525.519995540761,16.41457791152563,0.06092145685316964,60.92145685316964
4,122.87552570377056,6619.054842152818,6741.930367856588,16.672682222047403,0.05997835181418099,59.97835181418099
5,116.22636929881264,5870.559576440645,5986.785945739458,16.91803912518918,0.059108504986911004,59.108504986911
6,133.1255826963004,4601.929301679873,4735.0548843761735,17.17137799134281,0.05823644441955468,58.23644441955469
7,120.79850236759603,2587.748055544851,2708.546557912447,16.80355880223929,0.059511203059362465,59.511203059362465
8,105.92642329791352,4346.3817191664,4452.308142464313,17.316261829348207,0.057749184544274156,57.74918454427416
9,124.27993286498531,3348.3401218167264,3472.6200546817117,17.622842746403823,0.0567445340340487,56.7445340340487
10,97.09842757181332,2906.0175223338624,3003.1159499056757,17.71961903862111,0.05643462186294368,56.43462186294368
11,121.20086521492885,3357.9324770882804,3479.1333423032092,17.308930294269487,0.05777364533792551,57.77364533792551
12,140.90284926530967,3467.3499116966523,3608.252760961962,16.996813292630648,0.05883455814823668,58.83455814823668
13,135.90138759887668,1741.5158967544148,1877.4172843532915,17.95377213148881,0.05569860153488955,55.698601534889555
14,128.14782588415073,343.10384574769887,471.2516716318496,18.05809714461573,0.055376820270244466,55.376820270244465
15,423.7744716731013,340.4385727075987,764.2130443807,18.91325403931104,0.05287297457759031,52.87297457759031
16,397.72846335338727,26.42424141222,424.15270476560727,26.42424141222,0.037844038146637046,37.84403814663705
17,391.89258144360883,340.4385727075987,732.3311541512076,18.91325403931104,0.05287297457759031,52.87297457759031
18,103.33418914887261,188.89223064628823,292.22641979516084,18.889223064628823,0.052940239870032484,52.940239870032485
19,112.71512569100469,318.102932853697,430.81805854470167,17.67238515853872,0.05658545753892381,56.585457538923805
20,105.99454682007672,117.90120443003616,223.89575125011288,16.84302920429088,0.0593717429252716,59.371742925271604
21,147.5068227378215,122.20821759655337,269.71504033437486,15.276027199569171,0.06546204631189731,65.46204631189731
22,133.85339382342318,76.52713240528101,210.38052622870418,15.305426481056202,0.06533630416883304,65.33630416883304
23,105.10856836808307,113.12667853985295,218.23524690793602,14.140834817481618,0.07071718274820304,70.71718274820304
24,116.8327730484325,243.394210271048,360.2269833194805,14.317306486532235,0.06984553979763325,69.84553979763325
25,207.01785359811765,406.6024417979952,613.6202953961129,14.521515778499829,0.0688633346031668,68.8633346031668
26,111.09019441741657,808.5277862914099,919.6179807088265,14.437996183775178,0.06926168889861313,69.26168889861313
27,201.9908741155141,205.99616373209574,407.9870378476098,14.714011695149695,0.0679624306897648,67.96243068976482
28,116.63068146490332,241.5005414846164,358.1312229495197,14.205914204977436,0.07039321690747803,70.39321690747803
29,115.01240080825482,231.6889269547828,346.7013277630376,14.480557934673925,0.06905811257489493,69.05811257489493
30,137.28612957379664,200.20106022591972,337.48718979971636,15.400081555839979,0.06493472105157667,64.93472105157667
31,172.9025293747727,403.5990870951646,576.5016164699373,14.414253110541592,0.06937577634658496,69.37577634658496
32,135.6373883355991,418.2098285254524,553.8472168610515,14.421028569843186,0.06934318139353593,69.34318139353593
33,80.3927997718547,5861.8796242386925,5942.272424010547,16.10406490175465,0.06209612331424739,62.096123314247386
34,70.63142348721158,6586.120047579187,6656.751471066398,16.54804032055072,0.06043011623304529,60.43011623304529
35,144.83551187060402,6807.277999854527,6952.113511725131,16.68450490160423,0.05993585101250736,59.93585101250736
36,69.85499883468583,12923.66558507012,12993.520583904807,17.049690745475093,0.05865209023016416,58.65209023016416
37,65.82244818931213,4472.129116009737,4537.951564199049,16.144870454908798,0.06193917769689834,61.93917769689834
38,100.32403582436928,9281.201419351688,9381.525455176057,17.64486961853933,0.05667369731932207,56.67369731932207
39,80.67233625229346,7026.568577218048,7107.240913470341,17.92491983984196,0.05578825506250168,55.78825506250168
40,58.78165071267722,8054.189547712333,8112.97119842501,18.099302354409737,0.0552507483669037,55.2507483669037
41,63.480718658196565,7517.502068663509,7580.9827873217055,18.202184185625928,0.054938461769312795,54.938461769312795
42,69.36060942169206,4682.240391634054,4751.601001055746,17.7357590592199,0.05638326483016535,56.38326483016535
43,89.36933072068132,7691.875427079383,7781.244757800065,18.31398911209377,0.05460306839101718,54.60306839101718
44,150.75604293040305,6372.090907346808,6522.846950277211,18.46982871694727,0.05414235374486364,54.14235374486364
45,80.3927997718547,5117.425869331151,5197.818669103006,18.474461622134122,0.05412877627794615,54.12877627794615
46,65.18431067696838,8778.46793132714,8843.65224200411,17.951877160178203,0.05570448098977931,55.704480989779306
47,87.0805767934653,15089.009848049047,15176.090424842512,16.80290628958691,0.059513514077009375,59.513514077009376
48,140.60910214907744,7547.970081018753,7688.579183167831,18.320315730628042,0.05458421212294898,54.584212122948976
49,90.33070402950943,20331.37423857704,20421.70494260655,16.54302216320345,0.06044844709356035,60.44844709356035
50,81.23117988155172,9771.291797611339,9852.52297749289,17.637710826013247,0.056696700034628914,56.69670003462891
51,98.33501389325647,4945.73305265401,5044.068066547266,18.94916878411498,0.05277276335404729,52.77276335404729
52,92.96529325059782,5918.380773267814,6011.346066518412,18.848346411680936,0.05305505205381133,53.05505205381133
