req_id,first_token_latency,decoding_latency,total_latency,tpot,inv_tpot_ms,inv_tpot_s
0,117.05834322707915,6196.118743175559,6313.1770864026375,15.33692758211772,0.0652021074394302,65.2021074394302
1,123.96178636911691,4504.2462367404505,4628.208023109568,15.268631310984578,0.06549375511350378,65.49375511350377
2,136.72193317915276,4776.4304025352,4913.152335714352,15.660427549295738,0.06385521703364802,63.855217033648024
3,123.91942111562435,7095.334381812758,7219.253802928382,15.697642437638844,0.06370383348790397,63.70383348790398
4,138.15643201801004,6268.983130812638,6407.139562830648,15.790889498268609,0.06332765485501275,63.32765485501276
5,137.87212004085086,5501.240161907653,5639.112281948504,15.85371804584338,0.0630766863084326,63.076686308432606
6,163.49715865717644,4265.87637456017,4429.373533217346,15.917449158806605,0.06282413658263407,62.824136582634075
7,147.18657270514996,2482.850623659763,2630.037196364913,16.122406647141318,0.062025479314982486,62.02547931498249
8,127.18403037319058,3912.348456569547,4039.5324869427377,15.587045643703375,0.0641558395900358,64.1558395900358
9,147.39923192498827,2895.454576115856,3042.8538080408443,15.239234611136085,0.06562009349664116,65.62009349664116
10,124.12224780166434,2489.7255637048884,2613.8478115065527,15.18125343722493,0.06587071378098248,65.87071378098248
11,144.6105843062869,2896.6824936425073,3041.2930779487942,14.931353060012924,0.06697316686443247,66.97316686443247
12,166.31939909504035,3032.4181458088915,3198.737544903932,14.864794832396527,0.06727304421454826,67.27304421454826
13,166.21102470423102,1446.3900650557243,1612.6010897599554,14.911237784079633,0.06706351373912606,67.06351373912605
14,143.38313905049836,264.7584504630722,408.1415895135706,13.934655287530116,0.07176352621330237,71.76352621330237
15,417.0714214868003,255.11965192988828,672.1910734166886,14.173313996104904,0.07055512918678152,70.55512918678151
16,356.29740207413306,0.0,356.29740207413306,0.0,0.0,0.0
17,342.68034428465035,255.11965192988828,597.7999962145386,14.173313996104904,0.07055512918678152,70.55512918678151
18,117.46941485419666,127.22558762070366,244.69500247490032,12.722558762070367,0.07860054087400167,78.60054087400167
19,126.87659063286083,240.77399533903008,367.6505859718909,13.37633307439056,0.07475890398651433,74.75890398651434
20,120.13718796181274,84.85983977771684,204.99702773952959,12.12283425395955,0.0824889608363144,82.4889608363144
21,161.76792072274475,99.8330097975304,261.60093052027514,12.4791262246913,0.08013381562095205,80.13381562095205
22,148.07494281415347,56.88809735686664,204.9630401710201,11.377619471373327,0.08789184789630654,87.89184789630653
23,119.24873769768237,98.98650921026274,218.2352469079451,12.373313651282842,0.08081909407479716,80.81909407479716
24,131.00583649339387,229.22114682608662,360.2269833194805,13.483596872122742,0.07416418701062578,74.1641870106258
25,174.95830782287885,385.40880614900743,560.3671139718863,13.764600219607408,0.07265013033764099,72.65013033764099
26,125.24709601378709,783.5357290911961,908.7828251049832,13.991709448057074,0.07147089522637726,71.47089522637727
27,164.00173524990169,188.36678075722375,352.36851600712544,13.45477005408741,0.07432308363354088,74.32308363354089
28,130.8031744916807,226.78574738616953,357.5889218778502,13.340338081539384,0.07496061898040045,74.96061898040044
29,129.18033048955112,212.5417619467953,341.72209243634643,13.283860121674707,0.07527932324191992,75.27932324191993
30,151.51756581307563,170.79206574415002,322.30963155722566,13.137851211088464,0.07611594802930871,76.11594802930871
31,137.60248350393886,383.24769454495254,520.8501780488914,13.687417662319733,0.0730598002246189,73.05980022461891
32,149.8640710899963,399.12635539786424,548.9904264878605,13.762977772340147,0.07265869469103764,72.65869469103764
33,99.71321626230565,5391.850608170083,5491.563824432389,14.812776396071659,0.06750928882347806,67.50928882347806
34,89.6038874416372,5972.024563204635,6061.6284506462725,15.005086842222703,0.0666440661433633,66.64406614336329
35,162.50915671780604,6133.0977330423375,6295.6068897601435,15.032102286868474,0.06652429453420933,66.52429453420933
36,98.35202638676492,11947.76648111246,12046.118507499225,15.76222490911934,0.0634428201453618,63.4428201453618
37,94.52588596618443,4187.134961973432,4281.660847939616,15.116010693044881,0.06615502068016636,66.15502068016636
38,119.42297762192175,8281.487108393761,8400.910086015683,15.74427206918966,0.06351516256867307,63.51516256867307
39,101.95434307069809,6244.71745357844,6346.671796649138,15.930401667291939,0.06277305625338908,62.77305625338908
40,76.25777419277802,7192.957421782554,7269.215195975332,16.163949262432705,0.06186606897635721,61.86606897635721
41,89.02048048669894,6686.268320707084,6775.288801193783,16.18951167241425,0.061768385621162825,61.76838562116283
42,92.39491951206583,4210.798126006266,4303.193045518332,15.949992901538886,0.06269595266738445,62.695952667384454
43,115.2489815316585,6861.711156074634,6976.960137606293,16.337407514463415,0.061209221788383845,61.20922178838384
44,151.443255076887,5647.592650428422,5799.035905505309,16.369833769357744,0.06108797524088934,61.087975240889335
45,99.11140563784284,4572.379654156248,4671.491059794091,16.506785755076706,0.06058114613212614,60.581146132126136
46,96.48702405585937,8107.066409372739,8203.553433428599,16.578867912827686,0.06031774939386922,60.31774939386922
47,113.88260221643577,14389.753422657217,14503.636024873653,16.024224301400018,0.06240551687189196,62.40551687189196
48,118.61126394066378,6831.649553936812,6950.260817877475,16.581673674603913,0.060307543111982456,60.307543111982454
49,78.25182080241939,19172.72284910026,19250.97466990268,15.600262692514452,0.06410148468075699,64.101484680757
50,106.53049943855149,9198.630847782086,9305.161347220637,16.604026801050697,0.060226354244183725,60.226354244183725
51,129.14421455416596,4323.6441637783355,4452.788378332501,16.56568645125799,0.06036574475451698,60.36574475451698
52,119.05518873568508,5194.665450947628,5313.7206396833135,16.5435205444192,0.060446626056105124,60.446626056105124
53,117.72197115880408,7031.281640963258,7149.003612122062,16.163865841294847,0.061866388264943215,61.86638826494322
54,94.83046121100051,19962.37471681791,20057.20517802891,15.04323641056361,0.06647505714247656,66.47505714247656
55,102.55405782464368,2098.0349045658295,2200.588962390473,16.390897691920543,0.06100947115867384,61.00947115867384
56,100.15986718228669,1692.938228542349,1793.0980957246356,16.278252197522587,0.061431656658581045,61.43165665858105
57,111.2638597529658,3792.287817735625,3903.551677488591,16.632841305858005,0.06012201893898939,60.12201893898939
58,111.11763073391194,4030.7617740826536,4141.8794048165655,16.587497012685816,0.06028637106823399,60.286371068234
59,120.02674815075443,1579.754700680969,1699.7814488317235,16.62899684927336,0.060135918544220374,60.135918544220374
60,116.97535261156008,3165.1146788388432,3282.0900314504033,16.658498309678123,0.06002942050418962,60.029420504189616
