backend,model_type,pd,rate,target,attainment,tp_prefill,pp_prefill,tp_decode,pp_decode
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,80.0,70.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,40.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,both,1.5,"(80.0, 40.0)",70.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,120.0,97.5,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,60.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,both,1.5,"(120.0, 60.0)",97.5,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,160.0,98.33333333333333,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,80.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,both,1.5,"(160.0, 80.0)",98.33333333333333,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,200.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,100.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,both,1.5,"(200.0, 100.0)",100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,240.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,120.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,both,1.5,"(240.0, 120.0)",100.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,88.70097586758722,85.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,10.077013254686907,85.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,90.97750342009567,90.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,10.154106816422878,90.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,94.56380444296913,95.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,10.391359963291249,95.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,120.7505387186204,98.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,10.519991539469519,98.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,prefill,1.5,165.38032243991466,99.0,1,1,1,1
vllm_ascend,LLAMA-3.2-3B,decode,1.5,10.586570867016757,99.0,1,1,1,1
