start_time,event_type,worker_id,req_id,duration,end_time
0.0,init,-1,0,0.0,0.0
0.0,do_prefill,0,0,178.63028578062918,178.63028578062918
178.63028578062918,finish_prefill,0,0,0.0,178.63028578062918
178.63028578062918,first_token_visible,0,0,0.0,178.63028578062918
178.63028578062918,wait_handoff,0,0,0.0,178.63028578062918
178.63028578062918,do_handoff,0,0,0.0,178.63028578062918
178.63028578062918,finish_handoff,0,0,0.0,178.63028578062918
178.63028578062918,wait_decode,1,0,0.0,178.63028578062918
178.63028578062918,do_decode,1,0,16.02987338535476,194.66015916598394
194.66015916598394,wait_decode,1,0,0.0,194.66015916598394
194.66015916598394,do_decode,1,0,16.030918586491623,210.69107775247556
210.69107775247556,wait_decode,1,0,0.0,210.69107775247556
210.69107775247556,do_decode,1,0,16.031963787628456,226.72304154010402
226.72304154010402,wait_decode,1,0,0.0,226.72304154010402
226.72304154010402,do_decode,1,0,16.03300898876529,242.7560505288693
242.7560505288693,wait_decode,1,0,0.0,242.7560505288693
242.7560505288693,do_decode,1,0,16.034054189902122,258.79010471877143
258.79010471877143,wait_decode,1,0,0.0,258.79010471877143
258.79010471877143,do_decode,1,0,16.035099391038955,274.8252041098104
274.8252041098104,wait_decode,1,0,0.0,274.8252041098104
274.8252041098104,do_decode,1,0,16.036144592175788,290.8613487019862
290.8613487019862,wait_decode,1,0,0.0,290.8613487019862
290.8613487019862,do_decode,1,0,16.03718979331262,306.8985384952988
306.8985384952988,wait_decode,1,0,0.0,306.8985384952988
306.8985384952988,do_decode,1,0,16.038234994449454,322.93677348974825
322.93677348974825,wait_decode,1,0,0.0,322.93677348974825
322.93677348974825,do_decode,1,0,16.039280195586286,338.97605368533453
338.97605368533453,wait_decode,1,0,0.0,338.97605368533453
338.97605368533453,do_decode,1,0,16.04032539672312,355.01637908205765
355.01637908205765,wait_decode,1,0,0.0,355.01637908205765
355.01637908205765,do_decode,1,0,16.041370597859952,371.0577496799176
371.0577496799176,wait_decode,1,0,0.0,371.0577496799176
371.0577496799176,do_decode,1,0,16.042415798996785,387.1001654789144
387.1001654789144,wait_decode,1,0,0.0,387.1001654789144
387.1001654789144,do_decode,1,0,16.043461000133618,403.143626479048
403.143626479048,wait_decode,1,0,0.0,403.143626479048
403.143626479048,do_decode,1,0,16.04450620127045,419.18813268031846
419.18813268031846,wait_decode,1,0,0.0,419.18813268031846
419.18813268031846,do_decode,1,0,16.045551402407284,435.23368408272574
435.23368408272574,wait_decode,1,0,0.0,435.23368408272574
435.23368408272574,do_decode,1,0,16.046596603544117,451.28028068626986
451.28028068626986,wait_decode,1,0,0.0,451.28028068626986
451.28028068626986,do_decode,1,0,16.694851444942287,467.97513213121215
467.97513213121215,wait_decode,1,0,0.0,467.97513213121215
467.97513213121215,do_decode,1,0,16.696393543139095,484.67152567435124
484.67152567435124,wait_decode,1,0,0.0,484.67152567435124
484.67152567435124,do_decode,1,0,16.697935641335903,501.36946131568715
501.36946131568715,wait_decode,1,0,0.0,501.36946131568715
501.36946131568715,do_decode,1,0,16.69947773953271,518.0689390552199
518.0689390552199,wait_decode,1,0,0.0,518.0689390552199
518.0689390552199,do_decode,1,0,16.701019837729405,534.7699588929493
534.7699588929493,wait_decode,1,0,0.0,534.7699588929493
534.7699588929493,do_decode,1,0,16.70256193592627,551.4725208288755
551.4725208288755,wait_decode,1,0,0.0,551.4725208288755
551.4725208288755,do_decode,1,0,16.70410403412302,568.1766248629986
568.1766248629986,wait_decode,1,0,0.0,568.1766248629986
568.1766248629986,do_decode,1,0,16.70564613231977,584.8822709953183
584.8822709953183,wait_decode,1,0,0.0,584.8822709953183
584.8822709953183,do_decode,1,0,16.707188230516635,601.589459225835
601.589459225835,wait_decode,1,0,0.0,601.589459225835
601.589459225835,do_decode,1,0,16.708730328713386,618.2981895545483
618.2981895545483,wait_decode,1,0,0.0,618.2981895545483
618.2981895545483,do_decode,1,0,16.710272426910137,635.0084619814585
635.0084619814585,wait_decode,1,0,0.0,635.0084619814585
635.0084619814585,do_decode,1,0,16.711814525107002,651.7202765065655
651.7202765065655,wait_decode,1,0,0.0,651.7202765065655
651.7202765065655,do_decode,1,0,16.713356623303753,668.4336331298692
668.4336331298692,wait_decode,1,0,0.0,668.4336331298692
668.4336331298692,do_decode,1,0,16.714898721500504,685.1485318513697
685.1485318513697,wait_decode,1,0,0.0,685.1485318513697
685.1485318513697,do_decode,1,0,16.716440819697368,701.8649726710671
701.8649726710671,wait_decode,1,0,0.0,701.8649726710671
701.8649726710671,do_decode,1,0,16.71798291789412,718.5829555889612
718.5829555889612,wait_decode,1,0,0.0,718.5829555889612
