backend,model_type,pd,rate,target,attainment,tp_prefill,pp_prefill,tp_decode,pp_decode
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,80.0,36.666666666666664,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,40.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,both,4.0,"(80.0, 40.0)",36.666666666666664,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,120.0,74.16666666666667,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,60.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,both,4.0,"(120.0, 60.0)",74.16666666666667,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,160.0,91.66666666666666,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,80.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,both,4.0,"(160.0, 80.0)",91.66666666666666,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,200.0,95.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,100.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,both,4.0,"(200.0, 100.0)",95.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,240.0,97.5,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,120.0,100.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,both,4.0,"(240.0, 120.0)",97.5,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,141.10973676131093,85.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,19.46099750770048,85.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,152.98994085215708,90.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,19.874784585422738,90.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,185.29210845740914,95.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,20.349265540105208,95.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,327.45093123159353,98.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,20.801353538180837,98.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,prefill,4.0,402.64561884416713,99.0,1,1,1,1
vllm_ascend,LLAMA-3.1-8B,decode,4.0,22.63256184370047,99.0,1,1,1,1
