model_key,source_file,rate,batch_size,sum_prompt_len,max_prompt_len,sum_prompt_len_sq,duration_ms
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,910,910,828100,48.224672907963395
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,979,979,958441,50.970940850675106
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1069,1069,1142761,54.99537801370025
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,957,957,915849,53.50843700580299
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1205,1205,1452025,52.838139003142715
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1106,1106,1223236,52.82939993776381
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1359,1359,1846881,56.19571008719504
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1174,1174,1378276,54.64206892065704
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,954,954,910116,61.03688105940819
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1226,1226,1503076,55.66714517772198
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,825,825,680625,55.383041966706514
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1180,1180,1392400,55.57964579202235
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1477,1477,2181529,55.64426095224917
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1401,1401,1962801,56.67975987307727
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1284,1284,1648656,76.300353044644
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1458,1458,2125764,52.354640094563365
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,863,863,744769,68.26021196320653
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1691,1691,2859481,61.54595408588648
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,916,916,839056,54.74428692832589
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1054,1054,1110916,54.56333700567484
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,955,955,912025,54.63284789584577
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1578,1578,2490084,61.4657502155751
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1370,1370,1876900,65.86792506277561
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,942,942,887364,66.81233015842736
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1115,1115,1243225,51.9873530138284
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1254,1254,1572516,49.74234499968588
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1030,1030,1060900,57.66087304800749
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1389,1389,1929321,50.728810019791126
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1112,1112,1236544,55.473339976742864
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1088,1088,1183744,37.72857808507979
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1422,1422,2022084,54.55786013044417
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1213,1213,1471369,51.461532013490796
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,1397,1397,1951609,51.54967703856528
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,584,584,341056,48.70142787694931
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,445,445,198025,64.45092591457069
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,573,573,328329,57.42967710830271
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,434,434,188356,50.09168689139187
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,377,377,142129,51.37935816310346
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,872,872,760384,53.55800315737724
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,588,588,345744,49.30291906930506
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,278,278,77284,54.35309489257634
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,344,344,118336,49.47797115892172
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,427,427,182329,49.306062050163746
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,713,713,508369,67.17249006032944
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,566,566,320356,45.2267718501389
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,584,584,341056,53.14636789262295
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,368,368,135424,41.2909141741693
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,680,680,462400,52.46585188433528
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,765,765,585225,46.28742299973965
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,267,267,71289,49.88626902922988
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,596,596,355216,49.12561294622719
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,843,843,710649,52.418804029002786
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,765,765,585225,52.65846801921725
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,738,738,544644,51.26812891103327
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,251,251,63001,42.13444399647415
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,506,506,256036,46.5927361510694
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,496,496,246016,36.861910950392485
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,788,788,620944,50.529730040580034
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,688,688,473344,38.68510597385466
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,778,778,605284,49.23217790201306
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,707,707,499849,50.57412595488131
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,637,637,405769,50.512081012129784
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,655,655,429025,47.22355282865465
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,459,459,210681,51.77366593852639
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,386,386,148996,47.30227589607239
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,440,440,193600,49.79748302139342
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,497,497,247009,52.32272995635867
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,466,466,217156,48.87988814152777
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,342,342,116964,47.98080702312291
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,681,681,463761,52.42813588120043
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,740,740,547600,45.953936874866486
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,745,745,555025,54.217505967244506
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,280,280,78400,50.70527805946767
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,331,331,109561,51.987728802487254
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,877,877,769129,53.3013881649822
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,568,568,322624,68.88201693072915
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,458,458,209764,55.97463785670698
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,782,782,611524,49.61340595036745
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,456,456,207936,48.19114599376917
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,275,275,75625,49.268466886132956
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,713,713,508369,48.50395396351814
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,257,257,66049,54.65101893059909
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,347,347,120409,76.99976209551096
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,279,279,77841,54.86667109653354
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,581,581,337561,51.4809510204941
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,257,257,66049,52.03705211170018
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,541,541,292681,50.16926606185734
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,363,363,131769,49.3933439720422
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,415,415,172225,47.52319003455341
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,819,819,670761,51.646362990140915
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,322,322,103684,50.02021696418524
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,248,248,61504,47.41634801030159
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,476,476,226576,50.427491776645184
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,501,501,251001,47.55783500149846
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,500,500,250000,50.83691002801061
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,259,259,67081,49.87463098950684
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,262,262,68644,49.32186403311789
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,135,135,18225,65.76503603719175
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,238,238,56644,59.288389980793
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,51,51,2601,67.29802605696023
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,86,86,7396,65.4316449072212
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,110,110,12100,50.56092492304742
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,95,95,9025,46.539637027308345
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,46,46,2116,49.23942103050649
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,14,14,196,50.31254794448614
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,44,44,1936,49.45146315731108
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,160,160,25600,38.50798914209008
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,143,143,20449,49.03124715201557
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,132,132,17424,46.12365597859025
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,196,196,38416,46.96857393719256
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,124,124,15376,50.438554026186466
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,39,39,1521,54.54208585433662
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,172,172,29584,53.647107910364866
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,156,156,24336,51.38700013048947
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,15,15,225,54.21723495237529
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,204,204,41616,49.0035149268806
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,193,193,37249,50.83724483847618
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,159,159,25281,50.76567083597183
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,199,199,39601,51.60587001591921
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-3.exp,3.0,1,6,6,36,50.98250997252762
/users/rh/.cache/modelscope/hub/models/LLM-Research/Llama-3.2-1B/converted_bin_v2,/tmp/cuda_data_fit_infer_batch_view/fit/llama_1B/ascend-vllm-120-4.exp,4.0,1,910,910,828100,60.640548123046756
